id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-8,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-8,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-8,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-4,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-4,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-4,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b119-gesp-4-hard-v01/question-bundles/2026-05-01-bulk1000-b119-gesp-4-hard-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-4,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b121-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b121-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-01-bulk1000-b148-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b148-gesp-6-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b148-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b148-gesp-6-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-6,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b148-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b148-gesp-6-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b148-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b148-gesp-6-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-6,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b148-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b148-gesp-6-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b148-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b148-gesp-6-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-6,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b185-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b185-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b195-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b195-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01/question-bundles/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01/question-bundles/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-8,single_choice,hard,DS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
papers/2026/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01/question-bundles/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01/question-bundles/2026-05-01-bulk4000-a03-b0643-gesp-8-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-8,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-01-bulk4000-a04-b0444-gesp-6-hard-v01/question-bundles/2026-05-01-bulk4000-a04-b0444-gesp-6-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-01-bulk4000-a04-b0444-gesp-6-hard-v01/question-bundles/2026-05-01-bulk4000-a04-b0444-gesp-6-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-02-bulk140-a01-b0121-csp-s-hard-v01/question-bundles/2026-05-02-bulk140-a01-b0121-csp-s-hard-v01__question-bundle__single-choice__ds__n1__v01.json#0,papers/2026/2026-05-02-bulk140-a01-b0121-csp-s-hard-v01/question-bundles/2026-05-02-bulk140-a01-b0121-csp-s-hard-v01__question-bundle__single-choice__ds__n1__v01.json,CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-02-bulk140-a02-b0122-csp-s-hard-v01/question-bundles/2026-05-02-bulk140-a02-b0122-csp-s-hard-v01__question-bundle__single-choice__ds__n1__v01.json#0,papers/2026/2026-05-02-bulk140-a02-b0122-csp-s-hard-v01/question-bundles/2026-05-02-bulk140-a02-b0122-csp-s-hard-v01__question-bundle__single-choice__ds__n1__v01.json,CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01__question-bundle__single-choice__ds__n10__v01.json#1,papers/2026/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01__question-bundle__single-choice__ds__n10__v01.json,CSP-J,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
papers/2026/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01__question-bundle__single-choice__ds__n10__v01.json#3,papers/2026/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0109-csp-j-hard-v01__question-bundle__single-choice__ds__n10__v01.json,CSP-J,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
